# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
0004fb	Commtech
0004fc	StratusTechn
0004fd	JapanControl
0004fe	PelagoNetwor
0004ff	Acronet
000500	Cisco
000501	Cisco
000502	Apple
000503	Iconag
000504	NarayInforma
000505	SystemsInteg
000506	ReddoNetwork
000507	FineApplianc
000508	Inetcam
000509	AVOCNishimur
00050a	ICS
00050b	SICOM
00050c	NetworkPhoto
00050d	MidstreamTec
00050e	3ware
00050f	TanakaSS
000510	InfiniteShan
000511	Complementar
000512	ZebraTechnol
000513	VTLinxMultim
000514	KDT
000515	Nuark
000516	SMARTModular
000517	Shellcomm
000518	JupitersTech
000519	SiemensBuild
00051a	3ComEurope
00051b	MagicControl
00051c	XnetTechnolo
00051d	Airocon
00051e	BrocadeCommu
00051f	TaijinMedia
000520	Smartronix
000521	SchneiderEle
000522	LEA*D
000523	AVLList
000524	BTLSystem
000525	PuretekIndus
000526	IPAS
000527	SJTek
000528	NewFocus
000529	BroadanCommu
00052a	IkegamiTsush
00052b	HORIBA
00052c	SupremeMagic
00052d	ZoltrixInter
00052e	CintaNetwork
00052f	LevitonNetwo
000530	Andiamo
000531	Cisco
000532	Cisco
000533	BrocadeCommu
000534	NorthstarEng
000535	ChipPC
000536	DanamCommuni
000537	NetsTechnolo
000538	Merilus
000539	ABrandNewWor
00053a	WillowglenSe
00053b	HarbourNetwo
00053c	Xircom
00053d	Agere
00053e	KIDSysteme
00053f	VisionTek
000540	TokyoElectro
000541	Advanced
000542	Otari
000543	IQWireless
000544	ValleyTechno
000545	InternetPhot
000546	KDDINetworkS
000547	StarentNetwo
000548	Disco
000549	SaliraOptica
00054a	ArioDataNetw
00054b	EatonAutomat
00054c	RFInnovation
00054d	BransTechnol
00054e	Philips
00054f	GarminIntern
000550	VcommsConnec
000551	FSElektronik
000552	XycotecCompu
000553	DVC
000554	RangestarWir
000555	JapanCashMac
000556	360
000557	AgileTV
000558	Synchronous
000559	Intracom
00055a	PowerDsine
00055b	CharlesIndus
00055c	Kowa
00055d	DLink
00055e	Cisco
00055f	Cisco
000560	LeaderComm
000561	nacImageTech
000562	DigitalView
000563	JWorks
000564	TsinghuaBitw
000565	TailynCommun
000566	Secuicom
000567	EtymonicDesi
000568	PiltofishNet
000569	VMware
00056a	HeuftSystemt
00056b	CPTechnology
00056c	HungChang
00056d	Pacific
00056e	NationalEnha
00056f	InnomediaTec
000570	Baydel
000571	SeiwaElectro
000572	Deonet
000573	Cisco
000574	Cisco
000575	CDSElectroni
000576	NSMTechnolog
000577	SMInformatio
000578	Private
000579	UniversalCon
00057a	OvertureNetw
00057b	ChungNamElec
00057c	RCOSecurity
00057d	SunCommunica
00057e	Eckelmann
00057f	AcqisTechnol
000580	FibroLAN
000581	Snell
000582	ClearCubeTec
000583	ImageCom
000584	AbsoluteValu
000585	JuniperNetwo
000586	LucentTechno
000587	Locus
000588	Sensoria
000589	NationalData
00058a	Netcom
00058b	IPmental
00058c	Opentech
00058d	LynxPhotonic
00058e	FlextronicsI
00058f	CLCsoft
000590	Swissvoice
000591	ActiveSilico
000592	Pultek
000593	GrammarEngin
000594	HMSIndustria
000595	Alesis
000596	Genotech
000597	EagleTraffic
000598	CRONOS
000599	DRSTestandEn
00059a	Cisco
00059b	Cisco
00059c	KleinknechtI
00059d	DanielComput
00059e	Zinwell
00059f	YottaNetwork
0005a0	MOBILINEKft
0005a1	Zenocom
0005a2	CELOXNetwork
0005a3	QEI
0005a4	LucidVoice
0005a5	Kott
0005a6	ExtronElectr
0005a7	HYPERCHIP
0005a8	WyleElectron
0005a9	PrincetonNet
0005aa	MooreIndustr
0005ab	CyberFone
0005ac	NorthernDigi
0005ad	TopspinCommu
0005ae	MediaportUSA
0005af	InnoScanComp
0005b0	KoreaCompute
0005b1	ASBTechnolog
0005b2	Medison
0005b3	AsahiEnginee
0005b4	Aceex
0005b5	BroadcomTech
0005b6	INSYSMicroel
0005b7	ArborTechnol
0005b8	ElectronicDe
0005b9	Airvana
0005ba	XK22Enterpri
0005bb	Myspace
0005bc	ResourceData
0005bd	Roax
0005be	KongsbergSea
0005bf	JustEzyTechn
0005c0	DigitalNetwo
0005c1	AKyungMotion
0005c2	Soronti
0005c3	PacificInstr
0005c4	Telect
0005c5	FlagaHF
0005c6	TrizCommunic
0005c7	IFCom
0005c8	Verytech
0005c9	LGInnotek
0005ca	HitronTechno
0005cb	ROISTechnolo
0005cc	SumtelCommun
0005cd	D&MHoldings
0005ce	ProlinkMicro
0005cf	ThunderRiver
0005d0	Solinet
0005d1	MetavectorTe
0005d2	DAPTechnolog
0005d3	eProductionS
0005d4	FutureSmartN
0005d5	SpeedcomWire
0005d6	L3Linkabit
0005d7	VistaImaging
0005d8	Arescom
0005d9	TechnoValley
0005da	ApexAutomati
0005db	PSISoftwareS
0005dc	Cisco
0005dd	Cisco
0005de	GiFoneKorea
0005df	ElectronicIn
0005e0	Empirix
0005e1	TrellisPhoto
0005e2	CreativNetwo
0005e3	LightSandCom
0005e4	RedLionContr
0005e5	Renishaw
0005e6	Egenera
0005e7	NetrakeanAud
0005e8	TurboWave
0005e9	UnicessNetwo
0005ea	Rednix
0005eb	BlueRidgeNet
0005ec	Mosaic
0005ed	TechnikumJoa
0005ee	VanderbiltIn
0005ef	ADOIRDigital
0005f0	Satec
0005f1	Vrcom
0005f2	PowerR
0005f3	Webyn
0005f4	SystemBase
0005f5	GeospaceTech
0005f6	YoungChang
0005f7	AnalogDevice
0005f8	RealTimeAcce
0005f9	TOA
0005fa	IPOptical
0005fb	ShareGate
0005fc	SchenckPegas
0005fd	PacketLightN
0005fe	Traficon
0005ff	SNSSolutions
000600	ToshibaTeli
000601	Otanikeiki
000602	CirkitechEle
000603	BakerHughes
000604	@TrackCommun
000605	InncomIntern
000606	RapidWAN
000607	OmniDirectio
000608	AtSkySAS
000609	Crossport
00060a	Blue2space
00060b	ArtesynEmbed
00060c	MelcoIndustr
00060d	Wave7Optics
00060e	IGYS
00060f	NaradNetwork
000610	AbeonaNetwor
000611	ZeusWireless
000612	Accusys
000613	KawasakiMicr
000614	PrismHolding
000615	KimotoElectr
000616	TelNet
000617	Redswitch
000618	DigiPowerMan
000619	ConnectionTe
00061a	Zetari
00061b	NotebookDeve
00061c	HoshinoMetal
00061d	MIPTelecom
00061e	Maxan
00061f	VisionCompon
000620	SerialSystem
000621	Hinox
000622	ChungFuChenY
000623	MGEUPSFrance
000624	GentnerCommu
000625	LinksysGroup
000626	MWE
000627	UniwideTechn
000628	Cisco
000629	IBM
00062a	Cisco
00062b	IntraserverT
00062c	BivioNetwork
00062d	TouchStarTec
00062e	AristosLogic
00062f	Pivotech
000630	AdtranzSwede
000631	Calix
000632	MescoEnginee
000633	CrossmatchTe
000634	GTEAirfone
000635	PacketAirNet
000636	JedaiBroadba
000637	ToptrendMeta
000638	SungjinC&C
000639	Newtec
00063a	DuraMicro
00063b	ArcturusNetw
00063c	IntrinsycSof
00063d	MicrowaveDat
00063e	Opthos
00063f	EverexCommun
000640	WhiteRockNet
000641	Itcn
000642	Genetel
000643	SONOComputer
000644	NextGenBusin
000645	MeiseiElectr
000646	XunBaoNetwor
000647	Etrali
000648	Seedsware
000649	3MDeutschlan
00064a	Honeywell
00064b	Alexon
00064c	InvictaNetwo
00064d	Sencore
00064e	BroadNetTech
00064f	PRONETSTechn
000650	TiburonNetwo
000651	AspenNetwork
000652	Cisco
000653	Cisco
000654	WinpresaBuil
000655	Yipee
000656	Tactel
000657	MarketCentra
000658	HelmutFische
000659	EAL
00065a	Strix
00065b	Dell
00065c	MalachiteTec
00065d	HeidelbergWe
00065e	Photuris
00065f	ECITelecom
000660	NADEX
000661	NIAHomeTechn
000662	MBMTechnolog
000663	HumanTechnol
000664	Fostex
000665	SunnyGiken
000666	RovingNetwor
000667	TrippLite
000668	ViconIndustr
000669	DatasoundLab
00066a	InfiniCon
00066b	Sysmex
00066c	Robinson
00066d	Compuprint
00066e	DeltaElectro
00066f	KoreaData
000670	Upponetti
000671	Softing
000672	Netezza
000673	TKHSecurityS
000674	SpectrumCont
000675	Banderacom
000676	NovraTechnol
000677	Sick
000678	D&MHoldings
000679	Konami
00067a	JMP
00067b	ToplinkC&C
00067c	Cisco
00067d	Takasago
00067e	WinCom
00067f	Digeo
000680	CardAccess
000681	GoepelElectr
000682	Convedia
000683	BravaraCommu
000684	Biacore
000685	NetNearU
000686	ZARDCOM
000687	OmnitronTech
000688	TelwaysCommu
000689	yLezTechnolo
00068a	NeuronNetR&D
00068b	AirRunnerTec
00068c	3Com
00068d	SEPATON
00068e	HID
00068f	Telemonitor
000690	EuracomCommu
000691	PTInovacao
000692	IntruvertNet
000693	FlexusComput
000694	Mobillian
000695	EnsureTechno
000696	AdventNetwor
000697	RDCenter
000698	egnite
000699	VidaDesign
00069a	eTel
00069b	AVTAudioVide
00069c	Transmode
00069d	Petards
00069e	UNIQA
00069f	KuokoaNetwor
0006a0	MxImaging
0006a1	CelsianTechn
0006a2	Microtune
0006a3	Bitran
0006a4	INNOWELL
0006a5	PINON
0006a6	ArtisticLice
0006a7	Primarion
0006a8	KCTechnology
0006a9	UniversalIns
0006aa	VTMiltope
0006ab	WLink
0006ac	Intersoft
0006ad	KBElectronic
0006ae	HimachalFutu
0006af	XaltedNetwor
0006b0	ComtechEFDat
0006b1	Sonicwall
0006b2	Linxtek
0006b3	Diagraph
0006b4	VorneIndustr
0006b5	SourcePhoton
0006b6	NirOrIsrael
0006b7	TELEM
0006b8	Bandspeed
0006b9	A5TEK
0006ba	WestwaveComm
0006bb	ATITechnolog
0006bc	Macrolink
0006bd	BNTECHNOLOGY
0006be	BaumerOptron
0006bf	AccellaTechn
0006c0	UnitedIntern
0006c1	Cisco
0006c2	Smartmatic
0006c3	SchindlerEle
0006c4	Piolink
0006c5	INNOVITechno
0006c6	lesswire
0006c7	RFNETTechnol
0006c8	SumitomoMeta
0006c9	TechnicalMar
0006ca	AmericanComp
0006cb	JotronElectr
0006cc	JMIElectroni
0006cd	LeafImaging
0006ce	Dateno
0006cf	ThalesAvioni
0006d0	ElgarElectro
0006d1	TahoeNetwork
0006d2	TundraSemico
0006d3	AlphaTelecom
0006d4	InteractiveO
0006d5	Diamond
0006d6	Cisco
0006d7	Cisco
0006d8	MapleOptical
0006d9	IPMNet
0006da	ITRANCommuni
0006db	ICHIPS
0006dc	SyabasTechno
0006dd	ATTLaborator
0006de	FlashTechnol
0006df	AIDONIC
0006e0	MAT
0006e1	TechnoTrade
0006e2	CeemaxTechno
0006e3	Quantitative
0006e4	CitelTechnol
0006e5	FujianNewlan
0006e6	DongYangTele
0006e7	BitBlitzComm
0006e8	OpticalNetwo
0006e9	Intime
0006ea	ELZET80Mikro
0006eb	GlobalData
0006ec	Harris
0006ed	InaraNetwork
0006ee	ShenyangNeue
0006ef	Maxxan
0006f0	Digeo
0006f1	Optillion
0006f2	PlatysCommun
0006f3	AcceLightNet
0006f4	PrimeElectro
0006f5	Alpsalpine
0006f6	Cisco
0006f7	Alpsalpine
0006f8	Boeing
0006f9	MitsuiZosenR
0006fa	IPSQUARE
0006fb	HitachiPrint
0006fc	Fnet
0006fd	ComjetInform
0006fe	Ambrado
0006ff	Sheba
000700	ZettamediaKo
000701	RacalDatacom
000702	VarexImaging
000703	CSEETranspor
000704	Alpsalpine
000705	EndressHause
000706	Sanritz
000707	Interalia
000708	Bitrage
000709	Westerstrand
00070a	UnicomAutoma
00070b	NovabaseSGPS
00070c	SVAIntrusion
00070d	Cisco
00070e	Cisco
00070f	Fujant
000710	Adax
000711	Acterna
000712	JALInformati
000713	IPOne
000714	Brightcom
000715	GeneralResea
000716	JSMarine
000717	WielandElect
000718	iCanTek
000719	Mobiis
00071a	Finedigital
00071b	CDVIAmericas
00071c	At&T
00071d	SatelsaSiste
00071e	TriMEngineer
00071f	EuropeanInte
000720	Trutzschler
000721	FormacElektr
000722	Nielsen
000723	ELCONSystemt
000724	Telemax
000725	BematechInte
000726	GongjinElect
000727	Zi
000728	NeoTelecom
000729	KistlerInstr
00072a	InnovanceNet
00072b	JungMyungTel
00072c	Fabricom
00072d	CNSystems
00072e	NorthNode
00072f	Intransa
000730	HutchisonOPT
000731	OphirSpirico
000732	AAEONTechnol
000733	DANCONTROLEn
000734	ONStor
000735	FlarionTechn
000736	DataVideoTec
000737	Soriya
000738	YoungTechnol
000739	ScottyGroupA
00073a	Inventel
00073b	Tenovis
00073c	TelecomDesig
00073d	NanjingPoste
00073e	ChinaGreatWa
00073f	WoojyunSyste
000740	Buffalo
000741	SierraAutoma
000742	Ormazabal
000743	ChelsioCommu
000744	Unico
000745	RadlanComput
000746	TURCK
000747	Mecalc
000748	ImagingSourc
000749	CENiX
00074a	CarlValentin
00074b	Daihen
00074c	Beicom
00074d	ZebraTechnol
00074e	IPFRONT
00074f	Cisco
000750	Cisco
000751	mut
000752	RhythmWatch
000753	QxcommTechno
000754	XyterraCompu
000755	Lafon
000756	JuyoungTelec
000757	TopcallInter
000758	DragonWave
000759	BorisManufac
00075a	AirProductsa
00075b	GibsonGuitar
00075c	EastmanKodak
00075d	Celleritas
00075e	AmetekPowerI
00075f	VCSVideoComm
000760	TOMISInforma
000761	29530
000762	GroupSense
000763	SunniwellCyb
000764	YoungWooTele
000765	JadeQuantumT
000766	ChouChinIndu
000767	YuxingElectr
000768	Danfoss
000769	ItalianaMacc
00076a	NEXTEYE
00076b	Stralfors
00076c	Daehanet
00076d	FlexlightNet
00076e	Sinetica
00076f	Synoptics
000770	Ubiquoss
000771	EmbeddedSyst
000772	AlcatelLucen
000773	AscomPowerli
000774	GuangZhouThi
000775	ValenceSemic
000776	FederalAPD
000777	Motah
000778	GERSTEL
000779	SungilTeleco
00077a	InfowareSyst
00077b	MillimetrixB
00077c	WestermoNetw
00077d	Cisco
00077e	Elrest
00077f	JCommunicati
000780	BluegigaTech
000781	Itron
000782	Oracle
000783	SynComNetwor
000784	Cisco
000785	Cisco
000786	WirelessNetw
000787	IdeaSystem
000788	Clipcomm
000789	Allradio
00078a	MentorDataSy
00078b	WegenerCommu
00078c	Elektroniksp
00078d	NetEngines
00078e	GarzFricke
00078f	EmkayInnovat
000790	TriMTechnolo
000791	Internationa
000792	SütronElectr
000793	ShinSatellit
000794	SimpleDevice
000795	ElitegroupCo
000796	LSI
000797	Netpower
000798	Selea
000799	TippingPoint
00079a	Verint
00079b	AuroraNetwor
00079c	GoldenElectr
00079d	Musashi
00079e	Ilinx
00079f	ActionDigita
0007a0	eWatch
0007a1	VIASYSHealth
0007a2	Opteon
0007a3	OsitisSoftwa
0007a4	GNNetcom
0007a5	YDK
0007a6	LevitonManuf
0007a7	GloryTechnic
0007a8	HaierGroupTe
0007a9	Novasonics
0007aa	QuantumData
0007ab	SamsungElect
0007ac	Eolring
0007ad	PentaconFoto
0007ae	BritestreamN
0007af	RedLionContr
0007b0	OfficeDetail
0007b1	EquatorTechn
0007b2	Transaccess
0007b3	Cisco
0007b4	Cisco
0007b5	AnyOneWirele
0007b6	TelecomTechn
0007b7	SamuraiIndPr
0007b8	Corvalent
0007b9	Ginganet
0007ba	UTStarcom
0007bb	Candera
0007bc	Identix
0007bd	Radionet
0007be	DataLogic
0007bf	ArmillaireTe
0007c0	NetZerver
0007c1	OvertureNetw
0007c2	NetsysTeleco
0007c3	Thomson
0007c4	JEAN
0007c5	Gcom
0007c6	VDSVosskuhle
0007c7	Synectics
0007c8	Brain21
0007c9	TechnolSeven
0007ca	CreatixPolym
0007cb	FreeboxSas
0007cc	KabaBenzing
0007cd	KumohElectro
0007ce	Cabletime
0007cf	Anoto
0007d0	AutomatEngen
0007d1	SpectrumSign
0007d2	LogopakSyste
0007d3	SPGPrints
0007d4	ZhejiangYuto
0007d5	3eTechnologi
0007d6	Commil
0007d7	CaporisNetwo
0007d8	HitronTechno
0007d9	Splicecom
0007da	NeuroTelecom
0007db	KiranaNetwor
0007dc	Atek
0007dd	CradleTechno
0007de	eCopilt
0007df	Vbrick
0007e0	Palm
0007e1	WISCommunica
0007e2	Bitworks
0007e3	NavcomTechno
0007e4	SoftRadio
0007e5	Coup
0007e6	edgeflowCana
0007e7	FreeWaveTech
0007e8	EdgeWave
0007e9	Intel
0007ea	Massana
0007eb	Cisco
0007ec	Cisco
0007ed	Altera
0007ee	telcoInforma
0007ef	LockheedMart
0007f0	LogiSync
0007f1	TeraBurstNet
0007f2	IOA
0007f3	ThinkengineN
0007f4	Eletex
0007f5	Bridgeco
0007f6	QqestSoftwar
0007f7	Galtronics
0007f8	ITDevices
0007f9	Sensaphone
0007fa	ITT
0007fb	GigaStreamUM
0007fc	Adept
0007fd	LANergy
0007fe	Rigaku
0007ff	GluonNetwork
000800	Multitech
000801	HighSpeedSur
000802	HewlettPacka
000803	CosTron
000804	ICA
000805	TechnoHolon
000806	Raonet
000807	AccessDevice
000808	PPTVision
000809	Systemonic
00080a	EsperaWerke
00080b	BirkaBPAInfo
00080c	VDAGroup
00080d	Toshiba
00080e	Commscope
00080f	ProximionFib
000810	KeyTechnolog
000811	VOIX
000812	GM2
000813	Diskbank
000814	TILTechnolog
000815	CATS
000816	BluelonApS
000817	EmergeCoreNe
000818	Pixelworks
000819	Banksys
00081a	SanradIntell
00081b	Windigo
00081c	@poscom
00081d	Ipsil
00081e	Repeatit
00081f	PouYuenTech
000820	Cisco
000821	Cisco
000822	InProComm
000823	Texa
000824	NuanceDocume
000825	AcmePacket
000826	ColoradoMedT
000827	ADBBroadband
000828	KoeiEngineer
000829	TokyoElectro
00082a	PowerwallzNe
00082b	WooksungElec
00082c	Homag
00082d	IndusTeqsite
00082e	MultitoneEle
00082f	Cisco
000830	Cisco
000831	Cisco
000832	Cisco
00084e	DivergeNet
00084f	Qualstar
000850	ArizonaInstr
000851	CanadianBank
000852	Davolink
000853	SchleicherRe
000854	Netronix
000855	NASAGoddardS
000856	GamatronicEl
000857	PolarisNetwo
000858	Novatechnolo
000859	UnitoneElect
00085a	IntiGate
00085b	HanbitElectr
00085c	DareTechnolo
00085d	Mitel
00085e	Pco
00085f	Picanol
000860	LodgeNetEnte
000861	SoftEnergy
000862	NECEluminant
000863	Entrisphere
000864	Fasy
000865	Jascom
000866	DSXAccess
000867	UptimeDevice
000868	PurOptix
000869	CommandeTech
00086a	Securiton
00086b	Mipsys
00086c	PlasmonLMS
00086d	MissouriFree
00086e	Hyglo
00086f	ResourcesCom
000870	Rasvia
000871	NORTHDATA
000872	SorensonComm
000873	DapTechnolog
000874	Dell
000875	AcorpElectro
000876	SDSystem
000877	LiebertHiros
000878	BenchmarkSto
000879	CEM
00087a	Wipotec
00087b	RTXTelecom
00087c	Cisco
00087d	Cisco
00087e	BonElectroTe
00087f	SPAUNelectro
000880	BroadTelCana
000881	DigitalHands
000882	Sigma
000883	HewlettPacka
000884	IndexBraille
000885	EMSDrThomasW
000886	HansungTelia
000887	Maschinenfab
000888	OULLIMInform
000889	DishTechnolo
00088a	Minds@Work
00088b	TropicNetwor
00088c	QuantaNetwor
00088d	SigmaLinks
00088e	NihonCompute
00088f	AdvancedDigi
000890	Avilinks
000891	Lyan
000892	EMSolutions
000893	LeInformatio
000894	InnoVISIONMu
000895	DIRCTechnolo
000896	Printronix
000897	QuakeTechnol
000898	GigabitOptic
000899	Netbind
00089a	AlcatelMicro
00089b	ICPElectroni
00089c	ElecsIndustr
00089d	UHDElektroni
00089e	EnterNet
00089f	EFMNetworks
0008a0	StotzFeinmes
0008a1	CNetTechnolo
0008a2	ADIEngineeri
0008a3	Cisco
0008a4	Cisco
0008a5	Peninsula
0008a6	MultiwareIma
0008a7	iLogic
0008a8	Systec
0008a9	SangSangTech
0008aa	Karam
0008ab	EnerLinxcom
0008ac	BST
0008ad	ToyoLinx
0008ae	PacketFrontN
0008af	Novatec
0008b0	HUBERSUHNERB
0008b1	ProQuent
0008b2	CompassTechn
0008b3	Fastwel
0008b4	Syspol
0008b5	TaiGuenEnter
0008b6	RouteFree
0008b7	HIT
0008b8	EFJohnson
0008b9	KaonGroup
0008ba	Erskine
0008bb	NetExcell
0008bc	Ilevo
0008bd	TepgUs
0008be	XENPAKMSAGro
0008bf	AptusElektro
0008c0	Asa
0008c1	AvistarCommu
0008c2	Cisco
0008c3	Contex
0008c4	Hikari
0008c5	Liontech
0008c6	PhilipsConsu
0008c7	HewlettPacka
0008c8	Soneticom
0008c9	TechniSatDig
0008ca	TwinHanTechn
0008cb	ZetaBroadban
0008cc	Remotec
0008cd	WithNet
0008ce	IPMobileNet
0008cf	NipponKoeiPo
0008d0	MusashiEngin
0008d1	Karel
0008d2	ZOOMNetworks
0008d3	HerculesTech
0008d4	IneoQuestTec
0008d5	VanguardNetw
0008d6	HASSNET
0008d7	How
0008d8	DowkeyMicrow
0008d9	Mitadenshi
0008da	SofaWareTech
0008db	Corrigent
0008dc	Wiznet
0008dd	TelenaCommun
0008de	3UP
0008df	Alistel
0008e0	ATOTechnolog
0008e1	Barix
0008e2	Cisco
0008e3	Cisco
0008e4	Envenergy
0008e5	IDK
0008e6	Littlefeet
0008e7	SHIControlSy
0008e8	ExcelMaster
0008e9	NextGig
0008ea	MotionContro
0008eb	ROMWin
0008ec	OpticalZonu
0008ed	ST&TInstrume
0008ee	LogicProduct
0008ef	Dibal
0008f0	NextGenerati
0008f1	Voltaire
0008f2	C&STechnolog
0008f3	Wany
0008f4	BluetakeTech
0008f5	YESTECHNOLOG
0008f6	SumitomoElec
0008f7	HitachiSemic
0008f8	UtcCcs
0008f9	ArtesynEmbed
0008fa	KEBAutomatio
0008fb	SonoSite
0008fc	Gigaphoton
0008fd	BlueKorea
0008fe	UNIKC&C
0008ff	TrilogyCommu
000900	Tmt
000901	ShixuntongIn
000902	RedlineCommu
000903	Panasas
000904	MONDIALelect
000905	iTECTechnolo
000906	EsteemNetwor
000907	ChrysalisDev
000908	VTechTechnol
000909	TelenorConne
00090a	SnedFarTechn
00090b	MTLInstrumen
00090c	MayekawaMfg
00090d	LeaderElectr
00090e	HelixTechnol
00090f	Fortinet
000910	SimpleAccess
000911	Cisco
000912	Cisco
000913	SystemK
000914	Computrols
000915	CAS
000916	ListmanHomeT
000917	WEMTechnolog
000918	SamsungTechw
000919	MDSGateways
00091a	MacatOpticsE
00091b	DigitalGener
00091c	CacheVision
00091d	ProteamCompu
00091e	FirstechTech
00091f	A&D
000920	EpoXCOMPUTER
000921	Planmeca
000922	TSTBiometric
000923	HeamanSystem
000924	Telebau
000925	VSNSystemen
000926	YodaCommunic
000927	Toyokeiki
000928	Telecore
000929	SanyoIndustr
00092a	MYTECS
00092b	iQstorNetwor
00092c	Hitpoint
00092d	HTC
00092e	B&TechSystem
00092f	AkomTechnolo
000930	AeroConcierg
000931	FutureIntern
000932	Omnilux
000933	Ophit
000934	DreamMultime
000935	Sandvine
000936	Ipetronik
000937	InventecAppl
000938	AllotCommuni
000939	ShibaSoku
00093a	MolexCMS
00093b	HyundaiNetwo
00093c	JacquesTechn
00093d	Newisys
00093e	C&ITechnolog
00093f	DoubleWinEnt
000940	AGFEO
000941	AlliedTelesi
000942	WirelessTech
000943	Cisco
000944	Cisco
000945	PalmmicroCom
000946	ClusterLabs
000947	Aztek
000948	VistaControl
000949	GlyphTechnol
00094a	HomenetCommu
00094b	FillFactory
00094c	Communicatio
00094d	BraintreeCom
00094e	BartechInter
00094f	elmegt
000950	IndependentS
000951	ApogeeImagin
000952	Auerswald
000953	LinkageSyste
000954	AMiTspolsro
000955	YoungGenerat
000956	NetworkGroup
000957	Supercaller
000958	Intelnet
000959	Sitecsoft
00095a	RacewoodTech
00095b	Netgear
00095c	PhilipsMedic
00095d	DialogueTech
00095e	MasstechGrou
00095f	Telebyte
000960	YOZAN
000961	Switchgearan
000962	SonitorTechn
000963	DominionLase
000964	HiTechniques
000965	HyunJuComput
000966	TrimbleEurop
000967	Tachyon
000968	Technoventur
000969	MeretOptical
00096a	CloverleafCo
00096b	IBM
00096c	ImediaSemico
00096d	PowernetTech
00096e	GiantElectro
00096f	ZhongqingEle
000970	VibrationRes
000971	TimeManageme
000972	Securebase
000973	LentenTechno
000974	InnopiaTechn
000975	fSONACommuni
000976	DatasoftISDN
000977	BrunnerElekt
000978	AIJISystem
000979	AdvancedTele
00097a	LouisDesignL
00097b	Cisco
00097c	Cisco
00097d	SecWellNetwo
00097e	ImiTechnolog
00097f	Vsecure2000
000980	PowerZenith
000981	NewportNetwo
000982	LoeweOpta
000983	GlobalTopTec
000984	MyCasaNetwor
000985	AutoTelecom
000986	Metalink
000987	NishiNipponE
000988	NudianElectr
000989	VividLogic
00098a	EqualLogic
00098b	EntropicComm
00098c	OptionWirele
00098d	VelocitySemi
00098e	ipcas
00098f	CetaceanNetw
000990	ACKSYSCommun
000991	IntelligentP
000992	InterEpochTe
000993	Visteon
000994	CronyxEngine
000995	CastleTechno
000996	Rdi
000997	NortelNetwor
000998	Capinfo
000999	CpGeorgesRen
00099a	Elmo
00099b	WesternTelem
00099c	NavalResearc
00099d	HaliplexComm
00099e	Testech
00099f	Videx
0009a0	Microtechno
0009a1	TelewiseComm
0009a2	Interface
0009a3	LeadflyTecho
0009a4	HARTEC
0009a5	HansungEletr
0009a6	IgnisOptics
0009a7	BangOlufsen
0009a8	EastmodePte
0009a9	IkanosCommun
0009aa	DataCommforB
0009ab	Netcontrol
0009ac	Lanvoice
0009ad	HyundaiSysco
0009ae	OkanoElectri
0009af	egeneris
0009b0	OnkyoTechnol
0009b1	KanematsuEle
0009b2	L&F
0009b3	MCM
0009b4	KisanTelecom
0009b5	3JTech
0009b6	Cisco
0009b7	Cisco
0009b8	Entise
0009b9	ActionImagin
0009ba	MAKUInformat
0009bb	MathStar
0009bc	Utility
0009bd	EpygiTechnol
0009be	MamiyaOP
0009bf	Nintendo
0009c0	6Wind
0009c1	ProcesData
0009c2	Onity
0009c3	Netas
0009c4	Medicore
0009c5	KINGENETechn
0009c6	Visionics
0009c7	Movistec
0009c8	SinagawaTsus
0009c9	BlueWINC
0009ca	iMaxNetworks
0009cb	HBrain
0009cc	Moog
0009cd	HudsonSoft
0009ce	SpaceBridgeS
0009cf	iAd
0009d0	SolacomTechn
0009d1	SeranoaNetwo
0009d2	MaiLogic
0009d3	WesternDataC
0009d4	TranstechNet
0009d5	SignalCommun
0009d6	KNCOne
0009d7	DCSecurityPr
0009d8	Telia
0009d9	Neoscale
0009da	ControlModul
0009db	eSpace
0009dc	GalaxisTechn
0009dd	MavinTechnol
0009de	SamjinInform
0009df	VestelElektr
0009e0	Xemics
0009e1	GemtekTechno
0009e2	SinbonElectr
0009e3	AngelIglesia
0009e4	KTechInfosys
0009e5	HottingerBrü
0009e6	CyberSwitchi
0009e7	ADCTechonolo
0009e8	Cisco
0009e9	Cisco
0009ea	YEM
0009eb	HuMANDATA
0009ec	Daktronics
0009ed	CipherOptics
0009ee	MeikyoElectr
0009ef	VoceraCommun
0009f0	ShimizuTechn
0009f1	YamakiElectr
0009f2	CohuElectron
0009f3	WELLCommunic
0009f4	AlconLaborat
0009f5	EmersonNetwo
0009f6	EasternDigit
0009f7	CalianAdvanc
0009f8	UnimoTechnol
0009f9	ArtJapan
0009fb	PhilipsPatie
0009fc	IPFLEX
0009fd	Ubinetics
0009fe	DaisyTechnol
0009ff	Xnet2000
000a00	MediaTek
000a01	SOHOware
000a02	Annso
000a03	EndesaServic
000a04	3Com
000a05	Widax
000a06	Teledex
000a07	WebWayOne
000a08	AlpsAlpine
000a09	TaraComInteg
000a0a	SUNIX
000a0b	Sealevel
000a0c	ScientificRe
000a0d	Amphenol
000a0e	InvivoResear
